ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Education_Original,Age,Total_Spending,Income_Bin,Income_scaled,Recency_scaled,Age_scaled,Total_Spending_scaled,PCA1,PCA2
2661,1964,2,4,18701.0,1,1,2013-06-04,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,Graduation,62,44,1,-1.3397445075935852,1.5848406272000182,0.4011055403206766,-0.9330416305370481,-1.4129285545920323,1.7779718860941285
3153,1957,4,4,40737.0,2,1,2013-12-08,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,PhD,69,17,1,-0.4594441949881391,-0.8671565842391655,0.9853447295662141,-0.9778835744662047,-0.742101770906689,-0.49376022570338934
10264,1979,2,2,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,Graduation,47,31,1,-1.476127937763988,0.37610960747647687,-0.8508355794911895,-0.954632196132568,-1.874272609140977,0.30569052358530086
1184,1968,4,2,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,PhD,58,845,1,0.6965392024462317,-0.1073828004129396,0.06725457503751228,0.39726937269459744,0.7629954960971452,-0.15927845513019148
4200,1970,3,3,44159.0,1,0,2014-06-17,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,Master,56,275,1,-0.3227411785724631,1.2394889072790063,-0.09967090760406987,-0.5493938880320417,-0.5921349417514972,1.221842179239814
9396,1978,4,3,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,PhD,48,25,1,-0.5800880025788292,-0.6254103802944573,-0.7673728381703985,-0.9645970725612694,-1.266390006708062,-0.7014061307220428
2387,1952,3,5,43776.0,1,1,2013-02-03,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,Master,74,275,1,-0.3380413700649248,-1.3851841641206832,1.4026584361701695,-0.5493938880320417,-0.2713215509861301,-0.9185831962100337
6690,1966,3,3,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,Master,60,90,1,-0.5616318969142932,-0.6599455522865585,0.23418005767909442,-0.8566442445836702,-0.9207832575139012,-0.48590376765852245
1225,1963,2,3,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,Graduation,63,1495,1,1.1139987353345469,-0.07284762842083842,0.48456828164146765,1.4767976524705895,1.8911579222607322,-0.11068926892608613
9703,1970,4,3,38097.0,1,1,2012-10-15,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,PhD,56,184,1,-0.564907655928345,0.7214613273974887,-0.09967090760406987,-0.7005278472006806,-0.8727257123977252,0.7494923407918467
291,1970,2,3,72940.0,0,0,2013-06-19,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,Graduation,56,981,1,0.8270102870790774,-1.2470434761522784,-0.09967090760406987,0.6231399050784974,0.9365716661309462,-1.3209678497800508
4557,1970,2,5,22070.0,1,0,2013-10-04,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,Graduation,56,67,1,-1.2051587500528451,-1.3161138201364808,-0.09967090760406987,-0.8948429375603592,-1.4905042862439817,-1.1537560729273435
2379,1953,2,4,69267.0,0,0,2012-09-22,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,Graduation,73,1635,1,0.68028025221795,-0.6254103802944573,1.3191956948493784,1.709311435806957,1.9554220995512692,-0.41052912540076003
5726,1983,3,4,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,Master,43,60,1,-0.8169413586070416,-1.1779731321680762,-1.1846865447743538,-0.9064686267271775,-1.5107560050934776,-1.3259443859683053
3066,1975,4,5,61905.0,0,1,2014-02-04,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,PhD,51,231,1,0.38618101000514843,-1.6269303680653915,-0.5169846142080252,-0.6224696485091857,-0.3280864231786759,-1.6908142048231818
6336,1960,2,3,29315.0,1,1,2014-04-06,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,Graduation,66,48,1,-0.9157334566771664,0.20343374751597101,0.7349565056038408,-0.9263983795845805,-1.0615595393373563,0.5027576431261335
10967,1963,2,2,33378.0,1,1,2013-02-06,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,Graduation,63,99,1,-0.7534235923589632,-0.38366417634974903,0.48456828164146765,-0.8416969299406181,-0.9710321405695829,-0.14287036212732335
2304,1963,4,5,66313.0,0,1,2013-09-16,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,PhD,63,770,1,0.562273031150765,1.2740240792711075,0.48456828164146765,0.2727084173358291,0.7261106276331356,1.2936475109991126
3445,1956,2,4,60714.0,0,0,2013-01-17,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,Graduation,70,957,1,0.3386026077400783,0.2379689195080722,1.0688074708870052,0.5832803993636915,0.9115412489579142,0.44478375779244644
7828,1981,3,5,77882.0,0,0,2014-04-30,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,Master,45,818,1,1.02443469009669,-0.6944807242786596,-1.0177610621327717,0.35242742876544086,0.6623541307440873,-1.023120602942309
3762,1986,4,4,69867.0,0,0,2013-04-02,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,PhD,40,925,1,0.7042492206134513,-0.6599455522865585,-1.4350747687367271,0.5301343917439503,0.455116708812296,-1.0833678391750858
4391,1968,3,2,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,Master,58,908,1,0.4635208813612995,0.5142502954448817,0.06725457503751228,0.5019005751959629,0.6879308558032736,0.44998551578281437
4669,1981,1,3,24480.0,1,0,2013-02-11,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,Basic,45,102,1,-1.1088833936642482,-0.1073828004129396,-1.0177610621327717,-0.8367144917262673,-1.5963693297403458,-0.23567801533289917
10144,1976,2,5,51369.0,0,1,2012-10-25,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,Graduation,50,576,1,-0.03471407501985521,1.204953735286905,-0.6004473555288163,-0.049489253858851556,-0.18630065407208687,1.011305504863759
8652,1946,2,5,37760.0,0,0,2012-08-31,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,Graduation,80,317,1,-0.578370226510485,-1.0052972722075701,1.9034348840949158,-0.47963975303113143,-0.25028003984358566,-0.41136639735752606
1672,1974,4,5,65640.0,0,1,2014-03-01,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,PhD,52,461,1,0.5353878382671443,0.8596020153658934,-0.43352187288723415,-0.2404827187422963,0.11146348567992387,0.6909609161980189
8962,1975,3,3,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,Master,51,37,1,-0.31634945366699607,-1.0743676161917726,-0.5169846142080252,-0.9446673197038665,-1.016718185786847,-1.0897281248680142
9974,1974,2,3,30631.0,1,0,2013-07-12,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,Graduation,52,70,1,-0.8631615193297001,0.8941371873579945,-0.43352187288723415,-0.8898604993460084,-1.2889477588521658,0.8626763355780904
10983,1952,2,5,75278.0,0,0,2013-01-29,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,Graduation,74,930,1,0.9204093672602143,-1.1089027881838738,1.4026584361701695,0.5384384554345348,1.3371911927164544,-0.8057708145249807
8148,1956,3,5,50898.0,1,1,2013-01-08,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,Master,70,859,1,-0.05352971521032377,1.34309442325531,1.0688074708870052,0.4205207510282342,0.5567907192613153,1.5460189471059707
10102,1966,2,6,79946.0,0,0,2014-05-12,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,Graduation,60,1478,1,1.1068879413772148,-1.0398324441996714,0.23418005767909442,1.448563835922602,1.7801039957581037,-1.1031827355458645
4697,1949,3,2,35416.0,0,0,2013-06-13,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,Master,77,390,1,-0.6720089963755769,0.44517995146067924,1.6530466601325426,-0.358400423148597,-0.2646821600252203,0.9203941580805562
9262,1984,0,5,32414.0,0,0,2013-07-04,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,2n Cycle,42,52,1,-0.791933734914402,-1.3161138201364808,-1.2681492860951449,-0.9197551286321128,-1.5274214334611365,-1.4812992811131243
7254,1969,2,5,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,Graduation,57,137,1,-0.5543613098343244,0.8596020153658934,-0.016208166283278792,-0.7785860458921754,-0.8935742874939334,0.9074216268813444
4543,1980,2,3,82497.0,0,0,2012-10-31,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,Graduation,46,1919,1,1.2087960053387548,-0.5908752083023561,-0.9342983208119806,2.1809822534321595,2.0530133126372285,-1.018819706463553
4927,1971,2,5,16626.0,2,0,2014-01-15,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,Graduation,55,68,1,-1.4226371899613608,0.9286723593500957,-0.18313364892486095,-0.8931821248222422,-1.6096702833939065,1.0008612603769822
10451,1965,2,5,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,Graduation,61,25,1,-0.9014719204818431,-1.4887896800969866,0.3176427989998855,-0.9645970725612694,-1.2245273488433206,-1.2313459244204
2926,1952,3,5,55951.0,0,1,2012-08-23,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,Master,74,1374,1,0.14832894696045676,0.44517995146067924,1.4026584361701695,1.2758393111584432,1.3419680702591221,0.7042940621386446
2874,1988,0,2,35388.0,1,0,2013-03-07,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2n Cycle,38,32,1,-0.6731275482340336,-1.0052972722075701,-1.6020002513783091,-0.9529713833944511,-1.5481186156746374,-1.2743531856210404
9738,1986,3,5,42386.0,1,0,2013-01-13,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,Master,40,100,1,-0.39356948018116955,-0.21098831638924315,-1.4350747687367271,-0.8400361172025012,-1.2180671842613977,-0.49399459775949683
7119,1982,2,4,68627.0,0,0,2013-01-12,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,Graduation,44,825,1,0.6547133525960819,-0.14191797240504078,-1.1012238034535626,0.36405311793225925,0.4070300352748886,-0.48646882506677436
3924,1965,4,2,57912.0,0,1,2014-03-17,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,PhD,61,916,1,0.22666752533308698,-0.5218048643181538,0.3176427989998855,0.5151870771008981,0.5758799144776116,-0.4665124542181612
5827,1958,2,2,35246.0,1,1,2014-04-16,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,Graduation,68,62,1,-0.6788002040876356,0.13436340353176865,0.901881988245423,-0.9031470012509437,-0.8411580250863085,0.46042811371264747
5596,1956,0,5,58821.0,0,1,2013-10-12,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,2n Cycle,70,728,1,0.26298051245227155,-0.17645314439714196,1.0688074708870052,0.20295428233491888,0.5923031183326374,0.07296789357334058
10812,1978,4,3,46377.0,1,0,2014-03-01,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,PhD,48,90,1,-0.23413589207042643,1.3776295952474111,-0.7673728381703985,-0.8566442445836702,-0.9101489895704465,1.1949069701666835
1717,1988,2,4,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,Graduation,38,273,1,-0.4989929928407163,-0.21098831638924315,-1.6020002513783091,-0.5527155135082755,-1.1390824630341336,-0.5452554618153234
9491,1984,2,5,23976.0,1,0,2013-12-27,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,Graduation,42,66,1,-1.1290173271164692,0.6523909834132863,-1.2681492860951449,-0.8965037502984761,-1.6986670275946323,0.4362763163732593
9274,1961,3,3,80950.0,0,0,2013-03-28,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,Master,65,1213,1,1.1469960151590204,-0.17645314439714196,0.6514937642830498,1.0084484603216206,1.6373124902944882,-0.14363028583645576
6609,1966,2,6,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,Graduation,60,107,1,-1.006695691738094,0.5142502954448817,0.23418005767909442,-0.8284104280356828,-1.1808229016170926,0.6748591866384487
6963,1947,2,4,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,Graduation,79,1157,1,1.0074566708165433,1.2394889072790063,1.819972142774125,0.9154429469870736,1.8143640735761566,1.5332658665297325
4440,1964,3,3,64100.0,0,1,2013-09-10,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,Master,62,546,1,0.4738674860520242,1.5157702832158158,0.4011055403206766,-0.09931363600235889,0.39687046668401843,1.5323967456138443
1379,1992,3,5,42670.0,0,0,2013-04-27,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,Master,34,241,1,-0.38222416847396556,-1.2815786481443796,-1.9358512166614734,-0.6058615211280167,-1.2059747658144142,-1.666408264458449
10032,1976,2,2,12571.0,1,0,2014-01-18,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,Graduation,50,53,1,-1.5846274680342907,1.2740240792711075,-0.6004473555288163,-0.9180943158939959,-1.8385799501122273,1.239659993042676
2826,1967,2,3,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,59,37,1,-1.185024816600624,-0.7290158962707608,0.15071731635830335,-0.9446673197038665,-1.4320365198456806,-0.5233769759523269
2437,1989,2,3,51381.5,0,0,2013-06-03,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,3,11,0,Graduation,37,1611,1,-0.0342147215116156,0.6869261554053875,-1.6854629926991003,1.669451930092151,0.6857100073473099,0.1380867700913307
6320,1976,3,4,70893.0,0,0,2013-02-06,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,Master,50,1508,1,0.7452361565697586,-0.24552348838134433,-0.6004473555288163,1.4983882180661092,1.3663210949263218,-0.5287718324707825
3050,1966,2,3,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,Graduation,60,235,1,0.07829961096493364,-1.2470434761522784,0.23418005767909442,-0.6158263975567182,-0.33112472176340113,-1.111069494818205
231,1956,3,5,28839.0,1,1,2014-03-11,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,Master,70,32,1,-0.9347488382709308,1.2740240792711075,1.0688074708870052,-0.9529713833944511,-0.9815647299571736,1.6213010782984076
2392,1972,2,3,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,54,102,1,-0.4760626797423534,0.3415744354843757,-0.266596390245652,-0.8367144917262673,-0.9560542491471599,0.3424479211929892
9478,1985,2,4,66503.0,1,0,2012-08-14,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,Graduation,41,401,1,0.5698632044760071,-0.6599455522865585,-1.351612027415936,-0.34013148302931095,-0.2056288969182279,-1.003059716683973
113,1951,2,3,30833.0,1,1,2013-07-16,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,Graduation,75,28,1,-0.855091966636548,-0.556340036310255,1.4861211774909606,-0.9596146343469186,-0.8642457265923424,-0.03879875976412999
2863,1970,2,4,51381.5,1,2,2013-08-23,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,3,11,0,Graduation,56,1052,1,-0.0342147215116156,0.6178558114211852,-0.09967090760406987,0.741057609484798,0.467070318578876,0.5297012891066064
1802,1971,2,3,64795.0,0,1,2013-01-17,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,Graduation,55,680,1,0.5016315411101466,-0.9016917562312667,-0.18313364892486095,0.12323527090530717,0.3601518993288572,-0.9580423258775937
520,1974,2,3,34421.0,1,0,2013-07-01,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Graduation,52,30,1,-0.71175753563145,1.1013482193106017,-0.43352187288723415,-0.9562930088706849,-1.2252837963792687,1.0548175469862728
8275,1965,4,2,47025.0,1,1,2014-02-09,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,PhD,61,20,1,-0.20824940620328497,-1.4887896800969866,0.3176427989998855,-0.9729011362518539,-0.7538910569911144,-1.2813283288972261
9750,1961,4,2,64325.0,0,1,2013-02-07,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,PhD,65,1307,1,0.48285584920033725,-0.2800586603734455,0.6514937642830498,1.1645648577046102,1.2845421219998168,-0.20382043734226593
2607,1953,2,4,40464.0,0,1,2013-01-11,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,Graduation,73,630,1,-0.4703500756080922,0.9977427033342982,1.3191956948493784,0.040194633999461625,0.06982842901953959,1.3295487403967163
7214,1957,2,3,62187.0,0,0,2013-07-05,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,Graduation,69,1283,1,0.39744642515103407,-0.0037772844366360664,0.9853447295662141,1.1247053519898045,1.291925821263458,0.15591616846882442
5835,1976,4,2,14849.0,1,0,2013-07-02,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,PhD,50,65,1,-1.4936252846927038,-0.3491290043576479,-0.6004473555288163,-0.898164563036593,-1.7992992376676162,-0.33010301825466865
3896,1984,2,3,27255.0,1,0,2013-11-07,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,42,37,1,-0.9980269148350543,-1.5923951960732903,-1.2681492860951449,-0.9446673197038665,-1.6921635528258399,-1.7307670130857344
10350,1950,4,3,54432.0,2,1,2013-05-09,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,PhD,76,38,1,0.08764750863917917,-0.4181993483418502,1.5695839188117515,-0.9430065069657496,-0.18045297602875257,0.04593727599104831
7786,1986,4,4,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,PhD,40,160,1,-0.8884088327062949,-0.9362269282233678,-1.4350747687367271,-0.7403873529154864,-1.5068893066835791,-1.1615332153279876
2861,1983,2,4,24072.0,1,0,2013-04-16,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Graduation,43,23,1,-1.125182292173189,1.0322778753263993,-1.1846865447743538,-0.9679186980375032,-1.7141475354243092,0.8269589748422556
663,1989,4,4,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,PhD,37,71,1,-0.7287355549115967,-0.1073828004129396,-1.6854629926991003,-0.8881996866078915,-1.5437777172063536,-0.4312220591875264
10675,1956,4,3,66334.0,0,1,2013-04-03,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,PhD,70,1161,1,0.5631119450446076,1.1358833913027029,1.0688074708870052,0.9220861979395413,1.3158634021730158,1.2733908760431103
2521,1971,3,3,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,Master,55,59,1,-0.6815166871724591,-1.350648992128582,-0.18313364892486095,-0.9081294394652945,-1.162244942575888,-1.2456978125861249
9592,1983,2,5,22010.0,1,0,2013-06-30,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Graduation,43,33,1,-1.2075556468923954,0.06529305954756628,-1.1846865447743538,-0.9513105706563342,-1.7813755731607392,-0.09854594889893405
10151,1960,2,2,62204.0,0,2,2012-09-12,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,Graduation,66,946,1,0.39812554592224,-0.38366417634974903,0.7349565056038408,0.5650114592444054,0.839135541323248,-0.24212734384173695
7381,1968,2,2,75693.0,0,0,2012-12-06,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,Graduation,58,1442,1,0.9369879037337694,-1.350648992128582,0.06725457503751228,1.3887745773503932,1.5723779672233318,-1.429244689282235
4099,1972,2,3,30675.0,1,0,2012-11-12,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Graduation,54,62,1,-0.8614037949806967,-1.2125083041601774,-0.266596390245652,-0.9031470012509437,-1.3010356066153568,-1.1212984900419645
9560,1965,2,5,83003.0,0,0,2013-03-03,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,Graduation,61,1674,1,1.2290098353522942,-1.0743676161917726,0.3176427989998855,1.7740831325935165,2.1056670929133063,-1.1423518775058137
1150,1899,4,5,83532.0,0,0,2013-09-26,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,PhD,127,1853,1,1.2501424758209945,-0.4527345203339514,5.826183726172096,2.0713686127164435,3.768634845138726,0.8465205292419579
10172,1988,2,4,68655.0,0,0,2012-08-10,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,Graduation,38,1538,1,0.6558319044545387,1.5848406272000182,-1.6020002513783091,1.5482126002096166,1.119624536760418,0.9801586433285654
11191,1986,2,2,41411.0,0,0,2013-12-07,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,Graduation,40,139,1,-0.43251905382385925,-1.3161138201364808,-1.4350747687367271,-0.7752644204159416,-1.2259300369127761,-1.5583189374635784
9707,1969,4,3,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,PhD,57,1182,1,0.11880716755333091,0.5487854674369828,-0.016208166283278792,0.9569632654399964,0.7387517925179866,0.46124330265643654
6245,1950,4,5,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,PhD,76,507,1,0.2817961526427401,0.7559964993895899,1.5695839188117515,-0.1640853327889184,0.5077085073963963,1.1177574478351935
8234,1973,1,5,27190.0,1,0,2013-08-15,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,Basic,53,18,1,-1.0006235530779004,-1.2470434761522784,-0.3500591315664431,-0.9762227617280878,-1.468727770269039,-1.1616194276037737
1411,1952,2,2,82623.0,0,0,2013-11-10,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,Graduation,74,940,1,1.21382948870181,0.30703926349227456,1.4026584361701695,0.555046582815704,1.5821057402467513,0.5345437354986876
8553,1965,2,3,44300.0,1,1,2013-06-23,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,Graduation,61,42,1,-0.3171084709995203,0.5487854674369828,0.3176427989998855,-0.936363256013282,-0.7577650757202405,0.685355278171923
1826,1970,2,2,84835.0,0,0,2014-06-16,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,Graduation,56,1190,1,1.3021950855198916,-1.696000712049594,-0.09967090760406987,0.9702497673449316,1.488248298728428,-1.8072128596911365
8842,1971,2,6,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,Graduation,55,44,1,-0.8735081240204249,-0.556340036310255,-0.18313364892486095,-0.9330416305370481,-1.2930558888279864,-0.4659274482201495
11030,1976,3,3,33181.0,1,0,2014-01-03,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,Master,50,16,1,-0.7612934036488194,1.4121647672395123,-0.6004473555288163,-0.9795443872043216,-1.3114627999655866,1.316148930009386
2579,1957,2,3,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,Graduation,69,835,1,0.7540247783147758,1.5848406272000182,0.9853447295662141,0.3806612453134283,1.0683445582713518,1.7007908387361117
175,1986,2,3,71952.0,1,0,2013-01-10,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,Graduation,40,1443,1,0.7875413857878185,1.5157702832158158,-1.4350747687367271,1.39043539008851,1.1449784014363178,0.9557171939858858
9185,1966,4,4,69759.0,0,0,2013-10-28,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,PhD,60,1029,1,0.6999348063022611,-0.38366417634974903,0.23418005767909442,0.702858916508109,1.0097099295531962,-0.3999726167610568
11056,1974,2,3,72099.0,0,0,2012-10-27,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,Graduation,52,1188,1,0.7934137830447163,-1.0743676161917726,-0.43352187288723415,0.9669281418686979,1.0636870832719723,-1.257172255421713
9365,1976,4,4,60000.0,0,1,2012-12-22,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,PhD,50,1277,1,0.31007953534943167,0.27250409150017335,-0.6004473555288163,1.114740475561103,0.8189329106625645,0.023093440708300498
6201,1978,2,4,38643.0,1,1,2013-11-29,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,Graduation,48,49,1,-0.5430958946884388,-0.14191797240504078,-0.7673728381703985,-0.9247375668464636,-1.2029981141112505,-0.24107015229481105
2061,1955,2,3,50737.0,0,1,2013-05-11,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,Graduation,71,99,1,-0.05996138839644997,0.4106447794685781,1.1522702122077961,-0.8416969299406181,-0.3029428898591991,0.741837167888817
6184,1969,4,3,68462.0,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,PhD,57,1670,1,0.648121886287319,-1.4887896800969866,-0.016208166283278792,1.7674398816410488,1.6058530110126559,-1.583905818614974
6142,1943,3,3,65073.0,0,0,2013-08-20,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,Master,83,900,1,0.5127371631333956,0.5487854674369828,2.153823108057289,0.4886140732910275,1.2562375314837668,1.014097956267367
